TAB,TIMU,DAAN
判断题,钢轨打磨后应及时清除打磨车上的打磨铁屑积块，清理钢轨表面、绝缘接头、轨枕扣件、道岔滑床板及无砟轨道上的打磨碎屑及铁屑积块，恢复作业中拆除的设备，进行道岔转换试验。,Y
判断题,为保证捣固作业质量，对薄弱处所应增加捣固次数或夹持时间。,Y
判断题,均值管理各项目偏差扣分标准：Ⅰ级每处扣1分，Ⅱ级每处扣5分，Ⅲ级每处扣100分，Ⅳ级每处扣301分。,N
判断题,精测网应定期复测，复测周期不宜超过3年,Y
判断题,高速铁路的信号标志包括（与工务有关）：警冲标、百米标、动车组列车停车位置标等。,N
判断题,《铁路安全管理条例》规定：铁路线路安全保护区城市市区高速铁路为20米。,N
判断题,速度160Kmh以上区段，线路、接触网封锁施工开通后，第一趟列车不准为动车组列车。,N
判断题,动车组车轮踏面硌伤不超限时的处置：当排查出硌伤动车组运行径路时，该径路上后续已运行过列车且未得到运行中发生晃车或车辆下部异音报告的区间或站内股道，设备管理单位应利用天窗时段对硌伤动车组运行径路上的线路进行重点检查。,Y
判断题,.动车组车轮踏面硌伤不超限时的处置：当排查出硌伤动车组运行径路时，该径路上后续未运行过列车的区间或站内股道，工务段应根据工务工区设置位置和工务人员配备等具体情况申请开行排查列车或上道检查。此时，该径路上后续未运行过列车的线路仍准许运行列车。,Y
判断题,行人挡道造成停车，若发现闲杂人员的，应询问进入地点并检查设备是否存在问题，并将闲杂人员带离封闭区；未发现闲杂人员的按事发地前后不少于2km进行设备检查。同时检查2km内钢轨状态。,N
判断题,当监测终端上异物网变为黄色时，表明：异物网单电网故障；当监测终端上异物网变为红色时，表明两种情况：异物侵限报警或异物网双电网故障。,Y
判断题,列车调度员发现异物侵限监测子系统红网报警时，应立即通知工务段调度，工务段通知信息、通信等设备管理单位，按规定委托工务调度员在运统－46《行车设备检查登记簿》内登记。,N
判断题,轨道电路红光带故障，检查人员检查时，必须对左右股钢轨进行仔细巡查，直至发现断轨点或查明故障原因为止。故障原因不明、红光带未消失，检查人员必须继续查找，直至确认故障原因，检查人员方可撤回。,Y
判断题,水漫路肩时，先限速25Km/h及以下（无砟轨道高速铁路限速120Km/h及以下），派人看守监护，并根据现场情况调整速度。,Y
判断题,凡在路局施工（维修）日计划中公布的项目，均应在行车设备施工登记簿内办理登销记；其他作业项目均应在行车设备检查登记簿内办理登销记。,Y
判断题,施工、维修作业因特殊情况不能按时完工需要延点时，相关施工（维修）单位应提前40分钟通知车站行车人员（列车调度员），提前30 分钟完成延点登记，车站行车人员应立即报告列车调度员（车站调度员或规定的人员），并办理相关申请手续。,N
判断题,施工、维修、检查、故障处理在车站办理登销记时，作业点在区间时，单线及双线垂直天窗作业应在开下行列车的车站办理。,Y
判断题,施工、维修、检查、故障处理在车站办理登销记时，双线V 型天窗作业应在向区间正方向发车端的车站办理（施工、维修计划中注明在另一端车站办理登销记。,Y
判断题,发现设备存在隐患，需其他专业配合抢修时，应由主体单位牵头，提前通知配合单位和车站，并分别办理登记。,Y
判断题,司机发现不能自动过分相时，应立即采取手动过分相，并报告列车调度员，列车调度员接到报告后，通知后续列车注意运行，通知供电、工务段检查处理，在《行车设备检查登记簿》内登记。,Y
判断题,工务段负责对安装有地面磁感应器的磁轨枕的管理，将地面感应器纳入检查范围。,Y
判断题,施工单位于施工前3日将施工日计划申请报铁路局主管业务处，经主管业务处审核。,Y
判断题,遇有暴风雨雪天气或地震，工务、电务、供电等设备管理单位应加强对重点地段和设备的检查。,Y
判断题,线路允许速度120km/h及其以上区段，小车仅限在天窗内使用，禁止利用列车间隔使用小车。,N
判断题,胶接绝缘接头拉开时，应立即复紧两端各50 m线路的扣件，限速不超过160km/h，并及时进行永久处理。,Y
判断题,设备管理单位遇设备故障、救援抢修等需进入通道门可以不需调度命令，但是作业负责人必须与驻站（或驻所）联络员联系确认（有看守人员的应办理相关手续）后，作业人员方准进入通道门。,N
判断题,高速铁路无调度命令不得进入防护栅栏及通道门。,Y
判断题,高速铁路的线路标志包括：公里标、半公里标、警冲标。,N
判断题,特殊作业项目。是指受天窗条件制约，无法通过工务自身生产组织调整完全纳入天窗点内实施的上道作业项目。,Y
判断题,各单位添乘人员须在列车开车前15min到达并在“确认列车添乘表”中签到。,Y
判断题,大型工程机械施工时应按一机一人设置专人防护，列车接近前应停止作业。停工时机械停放安全地点后，防护员方准离开现场。,Y
判断题,同一登记站登记的施工（维修）作业，各作业单位应分别指定1名现场防护员担当现场主防护员，负责与车务应急值守人员、现场防护员进行防护联络。,Y
判断题, 需调整的次日维修作业计划原则上应在日计划下达前完成。特殊原因确需调整时，在不与其他施工及维修作业产生冲突的前提下，由调整维修计划的设备管理单位14:00前报集团公司分管业务部门审核，经施工办施工调度室同意后修正、下达。,Y
判断题,高速铁路当积水未超过轨面100mm时，司机以随时能够停车速度（最高不超过20km/h）通过积水地段。,Y
判断题, 故障处理后需要现场看守时，如需在路肩、桥梁作业通道、隧道救援通道看守检查时，应设现场防护员，本线列车限速120km/h及以下，看守检查人员可在本线一侧路肩、桥梁作业通道、隧道救援通道检查，且不得侵入铁路建筑限界。,N
判断题,高速铁路区段，应于施工（维修）点前 40min 完成登记手续。,Y
判断题,应急处置实行24 h值班制度。,Y
判断题,.风、雨、雪、异物采集设备与监控单元间：现场轨旁控制箱外电缆进线端100mm处为界，该点往轨旁控制箱侧由工务部门负责维护，往监控单元侧由通信部门负责维护。,Y
判断题,工务施工作业项目分为“上道作业项目、上线作业项目、线 下作业项目、特殊作业项目”四类。,Y
判断题,对突发性设备故障、灾害的紧急抢修及轨道状态超过临时补修标准和重伤设备处理等需临时封锁要点的施工，按规定程序办理。,Y
判断题,高速铁路天窗时间原则上不应少于300 min，且宜采用垂直天窗。,N
判断题,禁止在桥梁周围堆载矿物、砂石等重物，不得挖沙取土，不得抽取地下水，不得修建垃圾场、废品场。,Y
判断题,铁路线路安全保护区内既有的建筑物、构筑物危及铁路运输安全的，应当采取必要的安全防护措施；采取安全防护措施后仍不能保证安全的，依照有关法律的规定予以拆除。,Y
判断题,铁路、道路两用桥由所在地铁路运输企业和道路管理部门或者道路经营企业不定期检查、共同维护，保证桥梁处于安全的技术状态。,N
判断题,损坏或非法占用铁路线路、铁路标志等设施设备和铁路路基、护坡、排水沟、防护林木、护坡草坪、铁路线路封闭网及其他铁路防护设施影响铁路安全的行为。,Y
判断题,铁路隧道顶上的山坡地由铁路运输企业进行整治。,N
判断题,跨河桥长 500m 以上的铁路桥梁，河道上游500m，下游3000m；跨河桥长100m 以上不足 500m 的铁路桥梁，河道上游 500m，下游 2000m；跨河桥长不足 100m 的铁路桥梁，河道上游500m，下游1000m，进行采砂、淘金。,Y
判断题,使用钢轨探伤车对正线钢轨每年探伤不少于8遍。,N
填空题,正线有砟道床断面尺寸：速度等级为200＜v＜250km/h、250≤v≤300km/h，厚度不小于<--NRC-->mm。,350
填空题,《高速铁路线路维修规则》规定：不得对转辙器滑床台涂油，辙叉滑床台可涂固体润滑剂。各部位螺栓<--NRC-->时不得污染橡胶垫板、弹性铁垫板（弹性基板）和岔区道床。,涂油
填空题,《高速铁路线路维修规则》规定：叉跟尖轨尖端与短心轨间隙大于<--NRC-->mm，应及时进行修理或更换。,1.5mm
填空题,《高速铁路线路维修规则》规定：对检查发现的超过临时补修偏差管理值的处所应<--NRC-->。,及时处理
填空题,《高速铁路线路维修规则》规定：尖轨、可动心轨侧弯，造成轨距不符合要求，或尖轨与基本轨、可动心轨与翼轨间隙超过<--NRC-->时，应进行修理或更换。,2mm
填空题,《高速铁路线路维修规则》规定：尖轨、可动心轨拱腰造成与滑床台间隙超过<--NRC--> mm，应及时进行修理或更换。,2mm
填空题,《高速铁路线路维修规则》规定：尖轨尖端至第一牵引点与基本轨或可动心轨尖端至第一牵引点与翼轨间隙大于<--NRC-->mm，应及时进行修理或更换。,1mm
填空题,《高速铁路线路维修规则》规定：尖轨相对于基本轨降低值、心轨相对于翼轨降低值偏差超过<--NRC-->mm，且对行车平稳性有影响，应及时进行修理或更换。,1mm
填空题,《高速铁路线路维修规则》规定：道岔<--NRC-->检查周期：正线、到发线道岔每月不少于1遍，其他站线道岔每季不少于1遍。,几何尺寸
填空题,《铁路技术管理规程》规定：1 h 降雨量达到<--NRC-->mm 及以上时，列车限速 45 km/h。,60
填空题,《铁路技术管理规程》规定：一切建（构）筑物、设备，均不得侵入<--NRC-->。,铁路建筑限界
填空题,《铁路技术管理规程》规定：遇有降雨天气，重点防洪地段 1 h 降雨量达到 <--NRC-->mm 及以上时，列车限速120 km/h。,45
填空题,CRTSⅠ型板式无砟道床结构由轨道板、水泥乳化沥青砂浆充填层、混凝土底座、<--NRC-->及其周围填充树脂等部分组成。,凸形挡台
填空题,CRTSⅠ型板式无砟道床曲线超高在<--NRC-->上设置。,底座
填空题,CRTS Ⅱ型板式无砟道床路基地段道床结构由轨道板、水泥乳化沥青砂浆充填层、<--NRC-->等部分组成。,支承层
填空题,CRTSⅡ型板式无砟轨道路基地段曲线超高在<--NRC-->上设置。,路基基床表层
填空题,CRTS Ⅱ型板式无砟道床桥梁地段道床结构由轨道板、水泥乳化沥青砂浆充填层、<--NRC-->、滑动层、高强度挤塑板、侧向挡块及弹性限位板等部分组成。,底座板
填空题,轨道板除<--NRC-->处以外，其他部位不得有贯通裂缝,预裂缝
填空题,Ⅰ级维修负责人由车间主任（副主任）担当（Ⅰ级维修较多时，车间主任可委托车间干部担当），Ⅱ级维修负责人由<--NRC-->担当。,工（班）长
填空题,WJ-7型扣件弹条分<--NRC-->和X2型两种。,W1型
填空题,WJ-7型扣件日常保持弹条中部前端下颚与绝缘块不宜接触，两者间隙不应大于1mm；T型螺栓参考扭矩W1型弹条为<--NRC-->N•m，X2型弹条为70～90N•m。,100～140
填空题,WJ-8型扣件日常保持弹条中部前端下颚与绝缘轨距块不宜接触，两者间隙不应大于1 mm；螺旋道钉参考扭矩W1型弹条为<--NRC-->N•m，X2型弹条为90～120N•m。,140～180
填空题,WJ-8型扣件采用铁垫板下调高垫板进行调整时， 铁垫板下调高垫板每副由两片组成，从侧面插入，厚度不得超过<--NRC-->mm。,20
填空题,安全带、安全绳应符合现行国家标准。安全带、安全绳每次使用前，<--NRC-->必须详细检查。,使用人
填空题,工务设备管理单位应派安全监护人员对由非本单位承担的影响工务设备安全的作业进行全过程监督，发现质量不合格或安全隐患时应责令施工单位立即纠正，填发“<--NRC-->”。,施工安全整改通知书
填空题,标准WJ-7型扣件钢轨左右位置调整量：<--NRC-->mm，高低调整量：－4～+26mm。,±6
填空题,标准WJ-8型扣件钢轨左右位置调整量为<--NRC-->mm，高低调整量为－4~+26mm。,±5
填空题,参加确认列车添乘工作的人员，应具备<--NRC-->以上的专业工作经历，经过高速铁路相关知识培训并考试合格。,2年
填空题,车站、线路所的道岔长期仅开通一个方向使用时，由工务部门对该道岔尖轨和心轨进行紧固，电务部门确认道岔尖轨与心轨密贴状态，同时切断室内外相关转辙机控制电源，车务部门确认进路正确后加锁。工务部门每<--NRC-->利用天窗时段进行一次检查。,周
填空题,除牵引供电专业人员按规定作业外，任何人员及所携带的物件、作业工器具等须与牵引供电设备高压带电部分保持2m以上的距离，与回流线、架空地线、保护线保持<--NRC-->m以上的距离。距离不足时，牵引供电设备必须停电，并采取安设接地线等安全防护措施。,1
填空题,打磨后接触光带应居中，且宽度为<--NRC-->。钢轨打磨面应无连续发蓝带。,20～30mm
填空题,大型工程机械施工时应按<--NRC-->设置专人防护，列车接近前应停止作业。停工时机械停放安全地点后，防护员方准离开现场。,一机一人
填空题,当断缝不大于<--NRC-->时，可在断缝处上夹板或臌包夹板，用急救器加固，拧紧断缝前后各50m范围内的扣件，并派专人看守，按不超过45km/h速度放行列车，且邻线限速不超过160km/h。,30mm
填空题,当发现钢轨内部轻伤有发展时，应采用无损加固处理。伤损加固时，应尽量使伤损部位处于<--NRC-->，严禁夹板与焊筋接触。,夹板中部
填空题,当钢轨折损严重、断缝超过30mm或紧急处理后不能及时焊复时，应切除伤损部分，在两锯口间插入长度不短于<--NRC-->的同型钢轨，轨端钻孔，安装接头夹板，用10.9级螺栓拧紧，拧紧短轨前后各50m范围内的扣件，按不超过160km/h速度放行列车。,6m
填空题,当胶结绝缘接头的轨缝拉开，工务部门必须及时拧紧接头螺栓和前后各<--NRC-->m扣件螺栓，并做好更换的准备。,50
填空题,当设备发生故障，需在双线区间的一线上道检查、处理设备故障时，本线应封锁、邻线列车限速<--NRC-->km/h及以下。,160
填空题,当雨量报警监测点1h降雨量降至20mm及以下，且持续<--NRC-->分钟以上时，可逐步解除限速。,30
填空题,当运行区段降中雪或积雪覆盖轨枕板或道砟面时，无砟轨道区段限速<--NRC-->km/h及以下。,250
填空题,当环境风速达<--NRC-->m/s及以上时，严禁动车组列车进入风区。,30
填空题,导曲线下股高于上股的限值：18号及以上道岔计划维修为<--NRC-->mm。,2
填空题,导曲线下股高于上股的限值：18号及以上道岔临时补修为<--NRC-->mm。,3
填空题,导曲线下股高于上股的限值：18号及以上道岔作业验收为<--NRC-->mm。,0
填空题,道岔故障暂不能恢复，具备放行列车条件时，根据设备管理单位登记的<--NRC-->及行车限制条件办理行车。,停用范围
填空题,间隔铁及限位器的联结螺栓、护轨螺栓、长短心轨联结螺栓、接头铁螺栓必须齐全，作用良好，折断时必须立即更换。同一部位同时有<--NRC-->个螺栓缺少或折损，或接头铁螺栓有一个缺少或折损时，道岔应停止使用。,2
填空题,道岔及其前后设置<--NRC-->对钢轨位移观测桩。,7
填空题,道岔尖轨相对于基本轨降低值、心轨相对于翼轨降低值的检查，正线、到发线道岔<--NRC-->不少于1遍，其他站线道岔每半年不少于1遍。,每季
填空题,道岔密贴调整工作中，工务负责联锁道岔转辙部分的轨距及基本轨的移动不超过限度，基本轨不横移，尖轨转动灵活、不偏斜及前后爬行不超过<--NRC-->mm。,20
填空题,线路设备状态评定应以千米为单位，满分为<--NRC-->分。,100
填空题,线路设备状态评定应以千米为单位，100～85分为<--NRC-->。,优秀
填空题,道岔质量评定应以组为单位，85（不含）～60分为<--NRC-->。,良好
填空题,电气化铁路相关作业人员<--NRC-->至少进行一次安全考试，考试合格后，方准参加作业。,每年
填空题,动车制动初速度为200km／h时，列车紧急制动距离限值为<--NRC-->m。,2000
填空题,动车制动初速度为250km／h时，列车紧急制度距离限值为<--NRC-->m。,3200
填空题,动车制动初速度为300km／h时，列车紧急制度距离限值为<--NRC-->m。,3800
填空题,动车制动初速度为350km／h时，列车紧急制度距离限值为<--NRC-->m。,6500
填空题,每千米线路动态评定标准：总扣分在50分及以内评定为<--NRC-->。,优秀
填空题,每千米线路动态评定标准：总扣分在51～300分及以内评定为<--NRC-->。,良好
填空题,每千米线路动态评定标准：总扣分在300分以上评定为<--NRC-->。,一般
填空题,正线及到发线道岔人工巡检，<--NRC-->不少于一遍。,每10天
填空题,对综合检测列车发现的Ⅳ级偏差处所，或Ⅲ级偏差且车辆动力学指标超限处所应立即采取限速或<--NRC-->措施。,封锁
填空题,正线钢轨现场焊焊接接头平直度应使用钢轨平直度测量仪检查，<--NRC-->至少检查1遍。,每年
填空题,发现钢轨折断时应立即封锁线路，并根据现场情况采取<--NRC-->、临时处理或永久处理。,紧急处理
填空题,发现牵引供电设备断线及其部件损坏，或发现牵引供电设备上挂有线头、绳索、塑料布或脱落搭接等异物，不得与之接触，应立即通知附近车站，在牵引供电设备检修人员到达未采取措施前，任何人员均应距已断线索或异物处所<--NRC-->以外。,10m
填空题,凡影响工务设备稳定、使用和行车安全的施工作业和维修作业，都必须纳入天窗，不得利用<--NRC-->进行。,列车间隔
填空题,防灾安全监控系统是<--NRC-->监测子系统、雨量监测子系统、异物侵限监控子系统、雪量监测子系统以及地震监测子系统的集成系统。,风速
填空题,非设备管理单位承担的施工或维修作业，施工或维修作业单位应与设备管理单位签订<--NRC-->。,安全协议
填空题,分动外锁闭道岔应按每副道岔配齐紧固、加锁装置。紧固装置包括密贴尖轨紧固器、斥离尖轨限位器、<--NRC-->紧固器。,可动心轨
填空题,钢轨打磨时，其他人员应远离打磨<--NRC-->，钢轨焊接时，应严格按操作规程操作，防止烫伤。,前方
填空题,钢轨打磨应以<--NRC-->为主，修理性打磨为辅。,预防性打磨
填空题,钢轨顶面上有长度大于30mm且深度大于<--NRC-->的掉块应判定为钢轨折断。,5mm
填空题,钢轨人工巡视检查<--NRC-->不少于1遍。发现钢轨光带不良、擦伤、硌伤、鱼鳞纹、磨耗、锈蚀及其他伤损时，应进行复核，伤损未处理前应加强检查。,每年
填空题,钢轨伤损按程度分为轻伤、重伤和<--NRC-->三类。,折断
填空题,钢轨伸缩调节器必须<--NRC-->、基本轨伸缩。,尖轨锁定
填空题,钢轨钻孔位置应在螺栓孔中心线上，且必须倒棱。两螺栓孔净距不得小于大孔径的<--NRC-->。,两倍
填空题,高速铁路处理设备故障需临时开行路用列车、轨道车时，由<--NRC-->提出申请，调度所值班主任(值班副主任)准许，列车调度员发布调度命令。,设备管理单位
填空题,高速铁路的线路标志包括公里标、<--NRC-->。,半公里标
填空题,高速铁路的线路平面、纵断面应每<--NRC-->年至少检查一次，由集团公司工务检测所负责。,5
填空题,高速铁路钢轨打磨分为预打磨、<--NRC-->打磨和修理性打磨。,预防性
填空题,高速铁路工务安全管理应坚持“安全第一，预防为主，<--NRC-->”的原则。,综合治理
填空题,高速铁路工务部门应建立铁路局、工务段、<--NRC-->三级应急处置体系。,车间
填空题,高速铁路工务作业分为施工作业和<--NRC-->。,维修作业
填空题,高速铁路工务作业人员应通过<--NRC-->，实行持证上岗。,业务培训和安全培训
填空题,高速铁路精测网分<--NRC-->控制网和高程控制网。,平面
填空题,高速铁路区间钢轨位移观测桩间距不应大于<--NRC-->m。,500
填空题,高速铁路全线实现<--NRC-->、全立交，非高架线路两侧按标准进行栅栏封闭。,全封闭
填空题,高速铁路施工作业和维修作业，本线和邻线均不设置<--NRC-->。,作业标
填空题,高速铁路施工作业和应纳入天窗的维修作业应在<--NRC-->进行。,天窗内
填空题,高速铁路实行<--NRC-->制度。凡影响工务设备稳定、使用和行车安全的施工作业和维修作业，都必须纳入。,天窗修
填空题,高速铁路天窗内，上道前和跨越线路时应严格遵守“<--NRC-->”和“手比、眼看、口呼”的规定，严禁抢越。,一停、二看、三通过
填空题,高速铁路天窗时间原则上不应少于<--NRC-->min，且宜采用垂直天窗。,240
填空题,超高最大值：仅运行旅客列车的线路，无砟轨道不得超过<--NRC-->mm。,175mm
填空题,应按“<--NRC-->为主，动、静态检查相结合，结构检查与几何尺寸检查并重”的原则做好线路设备检查。,动态检查
填空题,"高速铁路线路维修应按照""预防为主、防治结合、<--NRC-->的原则。",严检慎修
填空题,高速铁路需临时拆除防护栅栏时，应设置临时防护设施并派人<--NRC-->看守。,昼夜
填空题,超高最大值：有砟轨道不得超过<--NRC-->mm。,150
填空题,设计速度＞200km/h线路，应采用<--NRC-->材质、级配的碎石道砟，并应经水洗。,特级
填空题,高速铁路在线间距不足6.5m地段施工维修而邻线行车时，邻线列车应限速<--NRC-->km/h及以下，并按规定设置防护。,160
填空题,正线、到发线应采用<--NRC-->（60N）、100m定尺钢轨。200km/h及以上的铁路和200km/h及以下仅运行动车组列车的铁路应选用U71Mn G钢轨，客货共线铁路应选用U75VG钢轨。,60kg/m
填空题,速度等级200＜V＜250km/h时，高速铁路正线有砟道床砟肩堆高<--NRC-->mm。,150
填空题,速度等级250≤V≤300km/h时，高速铁路正线有砟道床砟肩堆高<--NRC-->mm。,100
填空题,高速铁路正线有砟道床砟肩宽度不小于<--NRC-->m。,0.5
填空题,高速铁路正线有砟轨道混凝土枕挡肩缺损，接近失去支承能力（缺损长度超过挡肩长度的1/2）应判定为<--NRC-->。,失效
填空题,高速铁路正线有砟轨道混凝土枕明显折断应判定为<--NRC-->。,失效
填空题,高速铁路正线有砟轨道应采用<--NRC-->混凝土枕。,Ⅲ型
填空题,高速铁路左右股单元轨节锁定焊接头相错量不宜超过<--NRC-->mm。,100
填空题,高铁精测网高程控制网分两级布设，第一级为线路水准基点控制网（基岩点、深埋水准点和普通水准点），第二级为轨道控制网（<--NRC-->）。,CPⅢ
填空题,高铁无砟轨道CPⅢ点间距离<--NRC-->m一对点。,50-70
填空题,高铁有砟轨道200-250km/h（不含）CPⅢ点间距离<--NRC-->m。,150-200
填空题,高铁有砟轨道250-300km/hCPⅢ点间距离<--NRC-->m一对点。,50-70
填空题,各单位应经常对从业人员进行<--NRC-->教育，组织学习安全规章及有关操作技术。,人身安全
填空题,各设备管理单位施工作业或遇设备故障、救援抢修等需进入通道门必须凭<--NRC-->，作业负责人必须与驻站（或驻所）联络员联系确认（有看守人员的应办理相关手续）后，作业人员方准进入通道门。,调度命令
填空题,工务部门使用的临时回流连接线须用截面积不小于<--NRC-->mm²的软铜线制成，不得出现断股、散股，一经发现立即停用或报废。,70
填空题,工务单位应根据集团公司防洪相关规定，执行降雨量(洪水位)<--NRC-->制度，做好冒雨巡查和汛期防洪地点临时看守工作，执行冒雨地面巡查、添乘检查和开行轨道车检查制度。,警戒防范
填空题,故障处理后需要现场看守时，设备管理单位应在《行车设备检查登记簿》内登记，提出<--NRC-->行车限制条件，并按规定设置防护。,本线及邻线
填空题,轨道动态几何不平顺的检测项目包括高低、轨向、轨距、<--NRC-->、三角坑、复合不平顺、轨距变化率、车体垂向和横向振动加速度等。,水平
填空题,轨道静态几何不平顺容许偏差管理值中，作业验收管理值为计划维修和临时补修作业后的<--NRC-->标准。,质量检查
填空题,基础设施实行天窗修制度，优先采用<--NRC-->模式。,综合维修
填空题,基础设施实行天窗修制度应坚持<--NRC-->的原则，实现设备状态修与预防性计划修相结合的维修方式。,严检慎修
填空题,集团公司应根据高速铁路的实际情况和季节特点，制定常见工务设备故障及自然灾害应急处置预案，定期组织<--NRC-->，并保持抢修机具状态良好、材料备品齐全有效。,应急演练
填空题,进路准备、确认的有关规定：准备进路时，应急行车小组人员、电务人员负责道岔加锁、工务人员负责道岔<--NRC-->。,紧固
填空题,计划维修指根据线路及其部件的变化规律、特点以及<--NRC-->状态，按周期对线路设备进行的全面检查，依据设备状态评价结果，对钢轨、道岔、钢轨伸缩调节器（以下简称调节器）、扣件、轨枕、道床、无缝线路及轨道几何形位等进行单项或多项修理，以恢复线路完好技术状态。,轮轨匹配
填空题,警冲标，设在两会合线路线间距离为<--NRC-->m的中间。,4
填空题,开工前，<--NRC-->应有针对性地对全体作业人员进行安全教育和技术交底，明确驻调度所（驻站）联络员和现场防护员。,作业负责人
填空题,裂纹贯通整个轨头截面或裂纹贯通整个轨底截面应判定为钢轨<--NRC-->。,折断
填空题,邻线来车时，现场防护人员应及时通知作业人员，机具、物料或人员不得在<--NRC-->放置或停留，并应与列车保持安全距离，物料应堆码放置牢固。,两线间
填空题,临时补修指对轨道几何不平顺超过<--NRC-->容许偏差管理值、轨道设备伤损或轮轨匹配状态不良的钢轨等影响其正常使用的处所进行的临时性修理，以保证行车安全和平稳。,临时补修
填空题,铝热焊焊缝距承轨台边缘不得小于<--NRC-->mm。,100
填空题,起道作业一股钢轨起道时，一次作业起道量不得超过<--NRC-->mm，否则应通知供电部门调查确认接触网设备调整工作量并配合作业。,7
填空题,桥上采用小阻力扣件时使用<--NRC-->型弹条。,X2
填空题,切轨机、打磨机、电焊机等机具操作人员应按规定穿戴<--NRC-->。,劳动保护用品
填空题,清除危石、危树、爆破作业有碍接触网及行车、人身安全时，应有<--NRC-->部门人员配合，先停电后作业。,供电
填空题,仅运行旅客列车的线路，曲线未被平衡过超高应不大于<--NRC-->mm。,70
填空题,仅运行旅客列车的线路，欠超高一般应不大于<--NRC-->mm，困难条件下不大于60mm。,40
填空题,确认列车由机务部门安排司机、车辆部门安排随车机械师担当乘务。<--NRC-->专业人员担当确认列车负责人。,工务
填空题,人员下道避车时，应<--NRC-->列车认真瞭望，防止车上的抛落、坠落物伤人。,面向
填空题,上道前和跨越线路时应严格遵守“一停、二看、三通过”和“<--NRC-->”的规定，严禁抢越。,手比、眼看、口呼
填空题,设备故障暂时不能修复的，设备管理单位应登记<--NRC-->和影响范围，并注明行车限制条件。,停用内容
填空题,设备管理单位发现和接到行车设备故障的通知后，应在<--NRC-->内登记停用内容和影响范围，并注明行车限制条件，经车站同意并签认后方可进行相关处置作业。,《行车设备检查登记簿》
填空题,设备管理单位人员发现行车设备故障时，应立即通知列车调度员（车站控制时为车站值班员），报告工长、车间主任或设备管理单位调度，并在<--NRC-->内登记，积极设法修复。,《行车设备检查登记簿》
填空题,施工维修防护的设置与撤除，由<--NRC-->决定。,施工负责人
填空题,使用氧乙炔切割设备时，操作人员必须按规定穿戴劳动防护用品，其他人员远离喷嘴前方，防止烧伤，乙炔不得靠近热源和电器设备，乙炔和明火的距离不得小于<--NRC-->。,10m
填空题,使用氧乙炔切割设备时，操作人员必须按规定穿戴劳动防护用品，其他人员远离喷嘴前方，防止烧伤，乙炔不得靠近热源和电器设备，乙炔与氧气瓶的距离不得小于<--NRC-->。,5m
填空题,天窗作业结束后，工务部门应派专业技术人员添乘<--NRC-->，对线路状态、周边环境进行检查确认。,确认列车
填空题,调节器几何尺寸检查周期为<--NRC-->一遍。,每月
填空题,铁路防护栅栏设备(含高速、普速场间隔离栅栏)管理和维护由<--NRC-->部门负责，车站围墙由车站负责管理。,工务
填空题,铁路工务、电务等部门因作业需要设置作业门时，按照“谁使用、谁申请、谁管理”的原则，由使用单位提出申请报集团公司栅栏设备管理部门批准，站区内还需经<--NRC-->部门批准，经与栅栏设备管理单位和属地铁路公安部门办理书面手续后方可设置。,车务
填空题,铁路轨道控制网(CPⅢ)由<--NRC-->部门负责管理。,工务
填空题,铁路行车组织工作，必须贯彻安全生产的方针，坚持<--NRC-->、统一领导的原则。,高度集中
填空题,铁路技术设备应保持完整良好状态。根据设备变化规律、<--NRC-->，安排设备检修。,季节特点
填空题,铁路线路<--NRC-->的范围，从铁路线路路堤坡脚、路堑坡顶或者铁路桥梁(含铁路、道路两用桥，下同)外侧起向外的距离。,安全保护区
填空题,铁路线路安全保护区的范围：城市市区高速铁路为<--NRC-->米，其他铁路为8米。,10
填空题,铁路线路两侧应设置围墙、栅栏、防护桩等安全防护设施，并按规定设立铁路线路<--NRC-->。,安全保护区
填空题,铁路信号分为<--NRC-->信号和听觉信号。,视觉
填空题,铁路用地应按地界线埋设<--NRC-->，其制作和埋设应符合有关标准。,地界桩
填空题,铁路职工发现危及行车和人身安全的情况时，应立即向开来列车发出停车信号，并迅速通知<--NRC-->。,就近车站
填空题,铁路职工违反规章制度，致使发生铁路运营安全事故，造成特别严重后果的，处以3年以上<--NRC-->以下有期徒刑。,7年
填空题,铁路职工违反规章制度，致使发生铁路运营安全事故，造成严重后果的，处以<--NRC-->以下的有期徒刑或者拘役。,3年
填空题,挖掘机、装载机、推土机等大型工程机械在铁路安全保护区内进行有碍行车安全的施工时，应按《铁路营业线施工安全管理办法》的有关规定办理<--NRC-->手续，并经电务、通信等部门确认电缆埋设位置，且派人现场配合，方准施工。,邻近营业线施工
填空题,为保证人身安全，除牵引供电专业人员按规定作业外，其他任何人员及所携带的物件，作业工器具等须与牵引供电设备高压带电部分保持<--NRC-->以上的距离。,2m
填空题,无缝线路同一区间单元轨节最高与最低锁定轨温之差不应大于<--NRC-->℃（长隧道除外）。,10
填空题,无缝线路相邻单元轨节之间锁定轨温之差不应大于<--NRC-->℃。,5
填空题,无缝线路应力放散放行列车第一列限速<--NRC-->km/h。,45
填空题,无缝线路左右股钢轨锁定轨温之差，允许速度160km/h以上线路不应大于<--NRC-->℃。,3
填空题,无缝线路作业轨温在实际锁定轨温<--NRC-->℃以上时禁止作业。,20
填空题,无缝线路作业应严格执行“作业前、作业中、作业后<--NRC-->”制度。,测量轨温
